ppin,name,address,city,state,zip,latitude,longitude,gradeRange,enrollment,phone,type
A1900931,FLEXSCHOOL,34 RUSSO PL,BERKELEY HEIGHTS,NJ,07922,40.680776,-74.428197,,77,9083220554,private
A1900932,HIGH ROAD SCHOOL OF HARTFORD HIGH,245 LOCUST ST,HARTFORD,CT,06114,41.742640,-72.667191,,20,8608566511,private
A1900950,SUFFIELD ACADEMY,185 N MAIN ST,SUFFIELD,CT,06078,41.985284,-72.650811,,418,8603864400,private
A1900957,TORRINGTON CHRISTIAN ACADEMY,387 NEW HARWINTON RD,TORRINGTON,CT,06790,41.807047,-73.099404,,234,8604827464,private
A1900984,NEW BEGINNINGS VOCATIONAL PROGRAM LLC,2060 W VIRGINIA AVE NE,WASHINGTON,DC,20002,38.915250,-76.980971,,22,2026361190,private
A1900988,A E F HIGH SCHOOL,6311 SW 45 ST,DAVIE,FL,33314,26.066033,-80.231434,,80,9545818222,private
A1900991,ABLE ACADEMICS,7075 N US HIGHWAY 1,COCOA,FL,32926,28.481595,-80.771840,,65,3218883020,private
A1901004,AMIKIDS CLAY COUNTY,501 LEMON ST,GREEN COVE SPRINGS,FL,32043,29.982450,-81.712556,,44,9045444678,private
A1901010,ASTATULA CHRISTIAN SCHOOL,13239 FLORIDA AVE,ASTATULA,FL,34705,28.710420,-81.736831,,72,3527422258,private
A1901013,ATRIUM SCHOOL,4530-15 SAINT JOHNS AVE,JACKSONVILLE,FL,32210,30.280286,-81.719384,,738,5612475726,private
A1901020,BILINGUAL CHRISTIAN ACADEMY & TECHNOLOGY,2845 MOONSTONE BND,KISSIMMEE,FL,34758,28.264510,-81.435352,,149,4075304227,private
A1901023,BLUE JAY ACADEMY WEST VOLUSIA,107 S CHANDLER AVE,DELAND,FL,32724,29.027500,-81.287531,,70,3868681979,private
A1901034,CADEST,1156 E VINE ST,KISSIMMEE,FL,34744,28.303720,-81.393601,,60,4014834100,private
A1901039,CAPITAL PREPARATORY,2811 INDUSTRIAL PLZ DR,TALLAHASSEE,FL,32301,30.450658,-84.228530,,79,8504029711,private
A1901040,CARDEN CHRISTIAN ACADEMY,3290 BAUER RD,PENSACOLA,FL,32506,30.360320,-87.401551,,77,8504924873,private
A1901044,CARPE DIEM ACADEMIA LITTLE HAVANA,2095 SW 1ST ST,MIAMI,FL,33135,25.771710,-80.228931,,18,3059711230,private
A1901045,CARYVILLE CHRISTIAN ACADEMY,4468 LAKE CIR DR,CARYVILLE,FL,32427,30.786670,-85.804491,7-12,12,8503737758,private
A1901049,CENTER ACADEMY PREP,"4700 RIVERSIDE DR, STE 100",CORAL SPRINGS,FL,33067,27.850858,-82.731220,,72,9545751231,private
A1901055,CENTRAL FLORIDA ACADEMY,186 INDUSTRIAL CENTER DR,LAKE HELEN,FL,32744,28.986110,-81.243081,,189,3862183128,private
A1901057,CENTRAL FLORIDA ACADEMY,1626 W AIRPORT BLVD,SANFORD,FL,32771,28.785032,-81.296114,,74,3213630063,private
A1901064,CENTRAL POINTE CHRISTIAN HIGH SCHOOL,1990 NEPTUNE RD,KISSIMMEE,FL,34744,28.277070,-81.363771,,290,4074332276,private
A1901066,CHEERFUL HEART ACADEMY,581 18TH ST SE,NAPLES,FL,34117,26.219700,-81.571001,,356,2393006167,private
A1901072,CHRISTIAN INSTITUTE OF ARTS AND SCIENCES,2007 N 61ST AVE,PENSACOLA,FL,32506,30.436960,-87.296361,,105,8504574058,private
A1901077,CLASSICAL CHRISTIAN ACADEMY INC.,7101 BAYSHORE RD,NORTH FORT MYERS,FL,33917,26.709620,-81.840541,,128,2395431532,private
A1901089,CPCA LEARNING CENTER,2480 SMITH ST,KISSIMMEE,FL,34744,28.318560,-81.400581,,87,4074494088,private
A1901092,CREATIVE PATHWAYS PREPARATORY ACADEMY,4233 US HIGHWAY 1,EDGEWATER,FL,32141,28.916710,-80.869451,,67,3862221888,private
A1901093,CRISTO REY TAMPA,6400 E CHELSEA ST,TAMPA,FL,33610,27.987900,-82.388501,,186,8136218300,private
A1901103,DELAND PREPARATORY ACADEMY,1702 N WOODLAND BLVD # 116401,DELAND,FL,32720,29.028670,-81.285941,,52,3362790322,private
A1901105,DESTINY ACHIEVEMENT CENTERS,3138 PRAIRIE IRIS DR,LAND O'LAKES,FL,34638,27.851930,-82.646041,,37,7279006900,private
A1901109,DR. D. D. BROWN CHRISTIAN ACADEMY OF HOPE,907 SW 3RD. ST,OCALA,FL,34471,29.184213,-82.146615,,61,3524332728,private
A1901117,EBENEZER INTERNATIONAL CHRISTIAN ACADEMY,900 W 49TH ST STE 562,HIALEAH,FL,33012,25.866230,-80.300831,,100,3057928242,private
A1901123,EINSTEIN LEARNING SCHOOL,35203 STATE ROAD 54,ZEPHYRHILLS,FL,33541,28.224440,-82.234531,K-K,22,8133955117,private
A1901129,ESTHERS SCHOOL INC - HAINES CITY,1950 MARLEY DR,HAINES CITY,FL,33844,28.085540,-81.608871,,91,8635880700,private
A1901133,FAITH BAPTIST ACADEMY,604 W MACCLENNY AVE,MACCLENNY,FL,32063,30.280590,-82.131541,,38,9042593230,private
A1901136,FAITH UNITED SCHOOL OF EXCELLENCE,805 VIRGINIA AVE STE 6,FORT PIERCE,FL,34982,27.420770,-80.351251,,36,7725776886,private
A1901137,FAITHFUL HEARTS ACADEMY INC.,1365 N CTNEY PKWY,MERRITT ISLAND,FL,32953,28.381158,-80.703378,,10,3213490152,private
A1901151,FUSION ACADEMY - BOCA RATON,5050 CONFERENCE WAY N STE 110,BOCA RATON,FL,33431,26.392459,-80.110123,,30,5619539365,private
A1901152,FUSION ACADEMY - MIAMI,9130 S DADELAND BLVD STE 102,MIAMI,FL,33156,25.684894,-80.314413,,33,3058310041,private
A1901157,GCTE CENTER INC,820 SPRING LAKE PLZ,WINTER HAVEN,FL,33881,28.122980,-81.637861,,23,8638752785,private
A1901159,GENERATION Z ACADEMY,3200 N HIAWASSEE RD STE 6807,ORLANDO,FL,32818,28.582880,-81.476871,,360,4076305437,private
A1901161,GENESIS CHRISTIAN ACADEMY,2110 N HERCULES AVE,CLEARWATER,FL,33763,27.997760,-82.755621,,26,7277381656,private
A1901163,GOLIATH ACADEMY,6432 LAKE WORTH RD,GREENACRES,FL,33463,26.616744,-80.143963,,303,5616429123,private
A1901177,GUIDEPOST MONTESSORI AT HOLLYWOOD BEACH,2230 HOLLYWOOD BLVD,HOLLYWOOD,FL,33020,26.011040,-80.152596,,208,9549237100,private
A1901185,HARVEST ACADEMY LLC,3130 FILLY LN,LAKELAND,FL,33811,27.905490,-81.974336,,67,8639434831,private
A1901193,HLC LEADERSHIP ACADEMY,2434 KEMP RD,HAVANA,FL,32333,30.626065,-84.380496,,55,8505391315,private
A1901199,HUNTINGTON LEARNING CENTER - SHAHWAN INVEST,3150 CITRUS TOWER BLVD STE B,CLERMONT,FL,34711,28.523330,-81.728841,4-12,24,2062453808,private
A1901200,IGNYTE PERFORMING ARTS LEARNING CENTER,1038 AERONAUTICAL DR,KISSIMMEE,FL,34744,28.281390,-81.350261,,62,4077770997,private
A1901206,INVICTUS ACADEMY TAMPA BAY,1816 HEALTH CARE DR,TRINITY,FL,34655,28.166960,-82.699601,,32,7279371735,private
A1901215,KIDSVILLE ACADEMY 2,2563 REMINGTON BLVD,KISSIMMEE,FL,34744,28.285331,-81.336965,,85,4077451146,private
A1901216,KIDZ COVE II,813 E 109TH AVE,TAMPA,FL,33612,27.998160,-82.437821,,42,8137663964,private
A1901223,KINGDOM LIFE PREPARATORY ACADEMY,324 N ADAMS ST,TALLAHASSEE,FL,32301,30.445560,-84.282371,,297,8504598096,private
A1901235,LEARNING FOR LIFE ACADEMY,27716 CASHFORD CIR,WESLEY CHAPEL,FL,33544,28.189680,-82.357761,PK-PK,9,8134454229,private
A1901242,DIXON SCHOOL OF ARTS AND SCIENCES,1201 N H ST,PENSACOLA,FL,32501,30.424627,-87.233697,,266,8504350511,private
A1901247,LIGHTHOUSE CHRISTIAN ACADEMY,7771 MAHAN DR,TALLAHASSEE,FL,32309,30.487510,-84.146741,,11,8508773778,private
A1901248,LIGHTHOUSE CHRISTIAN SCHOOL ORANGE PARK,12276 SAN JOSE BLVD,JACKSONVILLE,FL,32223,30.165360,-81.751371,,59,9045495500,private
A1901249,LIGHTHOUSE PRIVATE CHRISTIAN ACADEMY PREP,1508 NEW HOPE RD,GULF BREEZE,FL,32563,30.391833,-87.017405,,254,8505166408,private
A1901274,LOVE OUTREACH CHRISTIAN ACADEMY,6969 MIRAMAR PKWY,MIRAMAR,FL,33023,25.983053,-80.226498,,5,9543673754,private
A1901281,MASTERS PREPARATORY SCHOOL,1395 E 4TH AVE,HIALEAH,FL,33010,25.834440,-80.273301,1-12,415,1305887423,private
A1901284,MILESTONES COMMUNITY SCHOOL OF LAKE COUNTY,10401 US HIGHWAY 441 STE 136,LEESBURG,FL,34788,28.823230,-81.785151,,13,3523146588,private
A1901289,MIRRA EDUCATIONAL CENTERS INC.,501 W FLORIDA AVE 208,HEMET,CA,92545,25.520020,-80.428771,,798,7864862380,private
A1901291,MLC PREPARATORY ACADEMY,2710 SW 37TH AVE,MIAMI,FL,33133,25.741000,-80.254491,,30,3056028081,private
A1901292,MONARCH ACADEMY,275 N WILLIAMSON BLVD,DAYTONA BEACH,FL,32114,29.188845,-81.081222,,85,3862589664,private
A1901299,MORNING STAR CATHOLIC SCHOOL,930 LEIGH AVE,ORLANDO,FL,32804,28.589431,-81.392372,,65,4072953077,private
A1901309,NEW COVENANT SCHOOL INC.,501 VEALE ST,MURREY,FL,42071,28.066770,-80.628588,,4,3216040801,private
A1901312,NEW GENERATION CHRISTIAN ACADEMY,405 SW 148TH AVE STE 2,DAVIE,FL,33325,26.115270,-80.346841,,68,7542326907,private
A1901314,NEW LIFE TABERNACLE ACADEMY INC,6912 WILLIAMS RD,SEFFNER,FL,33584,28.014360,-82.326711,,131,8136203446,private
A1901317,NEXT GENERATION,525 SE 3RD AVE,WILLISTON,FL,32696,29.384700,-82.440351,,24,8505843334,private
A1901318,NEXT GENERATION ACADEMICS INC,4635 26TH ST W,BRADENTON,FL,34207,27.457550,-82.587151,1-12,50,9412512491,private
A1901320,NORTH TAMPA CHRISTIAN ACADEMY,5585 E COUNTY LINE RD,WESLEY CHAPEL,FL,33544,28.169238,-82.372687,,401,8139910801,private
A1901329,OUR CAREER CENTERED ACADEMY INC.,PO BOX 1236,LAKE ALFRED,FL,33850,28.091540,-81.722711,,89,8638000755,private
A1901340,PERSONALIZED LEARNING KINGDOM ACADEMY,34 MARELLA CT,PENSACOLA,FL,32506,30.520300,-87.266541,1-12,12,8507928250,private
A1901342,PIECE OF HEAVEN CHRISTIAN ACADEMY INC,301 CHURCH STREET,KISSIMMEE,FL,34741,28.323880,-81.338471,,41,4074861196,private
A1901345,PROMISED LAND ACADEMY FOR CHRISTIAN EDUCAT,27500 OLD DIXIE HWY,HOMESTEAD,FL,33032,25.510979,-80.437908,,63,3052559561,private
A1901350,REAL LIFE INC,425 S ORLEANS AVE,TAMPA,FL,33606,27.939880,-82.473961,,4,8132403237,private
A1901353,ROCK CHRISTIAN ACADEMY,940 TARPON ST,FORT MYERS,FL,33916,26.660150,-81.845541,,18,2398781818,private
A1901356,ROCKY BAYOU CHRISTIAN SCHOOL,2101 N PARTIN DR,NICEVILLE,FL,32578,30.750820,-86.563201,,831,8507297227,private
A1901366,SEACOAST CHRISTIAN ACADEMY,861 TOWNSEND BLVD,JACKSONVILLE,FL,32211,30.329250,-81.572341,K-K,7,9044213900,private
A1901368,SHINING STARR LEARNING ACADEMY INC.,1255 DROMIN LN,MELBOURNE,FL,32940,28.323683,-80.740625,,12,3214009044,private
A1901375,SOUTH WALTON ACADEMY,305 MACK BAYOU RD STE 100,SANTA ROSA BEACH,FL,32459,30.384720,-86.304891,,81,8502134595,private
A1901388,TAMPA BAY ACADEMY,14214 N NEBRASKA AVE,TAMPA,FL,33613,28.076100,-82.453741,,171,3212631115,private
A1901399,THE KEY TO LEARNING,10726 LIBBY NUMBER 3 RD,CLERMONT,FL,34715,28.582540,-81.750981,,165,3524321422,private
A1901403,THE PURE ACADEMY,3891 EDWARDS RD,FORT PIERCE,FL,34981,27.277700,-80.289581,,140,7724290031,private
A1901404,THE REPAIR SHOP,378 NORTHLAKE BLVD # 159,NORTH PALM BEACH,FL,33408,26.748066,-80.056151,,160,5615023173,private
A1901406,THE SONDER ACADEMY,4150 LAKE WASHINGTON RD,MELBOURNE,FL,32934,28.099710,-80.699296,PK-PK,36,3212411170,private
A1901412,TREE OF LIFE TALLAHASSEE,1250 BLOUNTSTOWN ST STE H,TALLAHASSEE,FL,32304,30.462210,-84.230611,,38,8505377312,private
A1901418,TUTOR ME DAYCARE AND PRESCHOOL  2,5713-15 NW 158 ST,MIAMI LAKES,FL,33014,25.915440,-80.306991,,63,3058469682,private
A1901424,VALOR CHRISTIAN LEADERSHIP ACADEMY,"1102 CYPRESS GARDENS BLVD, STE G",WINTER HAVEN,FL,33884,28.003687,-81.709794,,56,8632297893,private
A1901427,VERITAS MISSION ACADEMY,4005 HWY 178,JAY,FL,32565,30.834250,-87.149291,,42,8506754403,private
A1901440,WINDERMERE PREPARATORY SCHOOL,6189 WINTER GARDEN-VINELAND RD,WINDERMERE,FL,34786,28.476900,-81.568771,,1485,4079057737,private
A1901447,YESHIVA TIFERES TORAH OF BOCA RATON,7200 PALMETTO CIR N,BOCA RATON,FL,33433,26.352880,-80.157581,,75,5617507151,private
A1901470,CAIR PARAVEL LATIN SCHOOL,635 SW CLAY ST,TOPEKA,KS,66606,39.054663,-95.688381,,408,7852323878,private
A1901471,CANTON HOMESCHOOL RESOURCES AND THE HAVEN ACADEMY,"4280 HICKORY FLAT HWY, 100",CANTON,GA,30115,34.193090,-84.443971,,183,6782837795,private
A1901480,CUMBERLAND ACADEMY OF GEORGIA,"650-A MT. VERNON HWY., NE",ATLANTA,GA,30328,33.825580,-84.387211,,100,4048359000,private
A1901493,FAITH ACADEMY,2445 SALEM RD SE STE D,CONYERS,GA,30013,33.623173,-83.978330,,55,7704667872,private
A1901496,FAITH ACADEMY - STOCKBRIDGE,4518 N HENRY BLVD #114,STOCKBRIDGE,GA,30281,33.545299,-84.227707,,70,7704664872,private
A1901505,FIRST ACADEMY,124 GASKIN AVE N,DOUGLAS,GA,31533,31.509230,-82.845711,,146,9127205961,private
A1901521,KING OF KINGS CHRISTIAN ACADEMY,1701 KING OF KINGS RD,ABBEVILLE,GA,31001,31.984674,-83.414158,,8,2294570667,private
A1901534,NEW HORIZONS NEW DIRECTIONS PREPARATORY ACADEMY,814 EXPERIMENT ST,GRIFFIN,GA,30223,33.255140,-84.275871,,62,6786031885,private
A1901537,"NORTH GEORGIA CHRISTIAN ACADEMY, INC",208 VICTORY CIR STE 200,ELLIJAY,GA,30540,34.680762,-84.487023,,219,7066356422,private
A1901541,OAKWOOD SCHOOL,11600 MAGNOLIA BLVD,NORTH HOLLYWOOD,CA,91601,34.164590,-118.384711,,832,8187323052,private
A1901542,OMEGA LEARNING CENTER - SOUTH FORSYTH,2585 PEACHTREE PKWY,CUMMING,GA,30041,34.097140,-84.176491,,6,7702055586,private
A1901547,PEACHTREE ACADEMY PRIVATE SCHOOL,14101 HWY 278 E,COVINGTON,GA,30014,33.595430,-83.816421,,286,7708608900,private
A1901551,PENTECOSTAL CHURCH OF GOD CHRISTIAN ACADEMY,PO BOX 965 ISHMAN BALLARD RD,NEWNAN,GA,30264,33.368910,-84.850711,,30,7702510900,private
A1901556,ROBERT TOOMBS CHRISTIAN ACADEMY,628 W OGLETHORPE AVE,LYONS,GA,30436,32.207280,-82.340681,,249,9125268938,private
A1901565,THE BRIDGE OF GEORGIA,109 BLAINE ST,MONROE,GA,30655,33.801720,-83.703311,PK-PK,69,7702663390,private
A1901569,THE LIFE SCHOOL OF ATLANTA,190 PRYOR ST,ATLANTA,GA,30303,33.748920,-84.402521,,67,4043430064,private
A1901580,ASIA PACIFIC INTERNATIONAL SCHOOL,54-230 KAMEHAMEHA HWY,HAUULA,HI,96717,21.615510,-157.916161,,148,8086701900,private
A1901586,HORIZONS ACADEMY OF MAUI INC.,2680 WAI WAI PL,KIHEI,HI,96753,20.744496,-156.449052,PK-PK,2,8084443309,private
A1901591,ST ANTHONY SCHOOL,1618 LOWER MAIN ST,WAILUKU,HI,96793,20.892219,-156.496995,,319,8082444190,private
A1901596,"HERITAGE CHRISTIAN ACADEMY OF NORTH IDAHO, INC.",PO BOX 999,SPIRIT LAKE,ID,83869,47.964958,-116.868322,5-12,22,2086234446,private
A1901605,PETRA CHRISTIAN ACADEMY,3080 WILDWOOD ST,BOISE,ID,83713,43.632470,-116.321501,,39,2085050066,private
A1901616,TRUE VINE CHRISTIAN SCHOOL,738 E MAIN ST,WEISER,ID,83672,44.245990,-116.956121,12-12,2,2085504938,private
A1901622,A.S.B. EDUCATIONAL INSTITUTE,5726 S STONY ISLAND AVE,CHICAGO,IL,60637,35.279108,-89.171638,,10,7087204547,private
A1901623,ABRAXAS NAPERVILLE BRIDGE,2221 64TH ST,WOODRIDGE,IL,60517,41.768409,-88.039799,,30,6308244574,private
A1901626,ACADEMY HIGH,2302 FOX DR,CHAMPAIGN,IL,61820,40.085880,-88.248831,,59,2172396000,private
A1901635,BENNETT DAY SCHOOL,955 W GRAND AVE,CHICAGO,IL,60642,41.890822,-87.652028,,250,3122366388,private
A1901670,CS ACADEMY COLLEGE PREP,1443 W 63RD ST,CHICAGO,IL,60636,41.779250,-87.661021,,36,7734345453,private
A1901681,FATHER MCGIVNEY CATHOLIC H S,7190 BOUSE RD,GLEN CARBON,IL,62034,38.743929,-89.930895,,263,6184014550,private
A1901684,FIELDS LAB SCHOOL,721 E PIPER ST,MACOMB,IL,61455,40.454670,-90.662581,,21,7734258685,private
A1901693,GLENOAKS HOSPITAL MEDICAL SCHOOL PROGRAMS,43 E STEVENSON DR,GLENDALE HEIGHTS,IL,60139,41.922684,-88.089170,,161,6306710383,private
A1901696,GRACE HOLISTIC CENTER FOR EDUCATION,201 GARDEN ST,YORKVILLE,IL,60560,41.629140,-88.451510,,53,3312078932,private
A1901712,ILLINOIS CENTER FOR AUTISM,548 S RUBY LN,FAIRVIEW HEIGHTS,IL,62008,38.582910,-89.995433,PK-PK,112,6189732485,private
A1901723,ISLAMIC FOUNDATION SCHOOL,300 W HIGHRIDGE RD,VILLA PARK,IL,60181,41.867400,-87.985961,,393,6309418800,private
A1901747,MARKLUND DAY SCHOOL,164 S PRAIRIE AVE,BLOOMINGDALE,IL,60108,41.952330,-88.069251,PK-PK,81,6303975684,private
A1901750,MARQUETTE ACADEMY,1000 PAUL ST,OTTAWA,IL,61350,41.351553,-88.842401,,339,8154330125,private
A1901754,MENTA ACADEMY CORNERSTONE-TAYLORVILLE,100 W FRANKLIN ST,TAYLORVILLE,IL,62568,39.547130,-89.295181,,81,2177750532,private
A1901755,MESIVTA SHAAREI ADIRIM,9220 CRAWFORD AVE,SKOKIE,IL,60076,42.048710,-87.727981,,33,8479830646,private
A1901758,METROPOLITAN SCHOOLHOUSE,2464 N CLYBOURN,CHICAGO,IL,60614,41.961416,-87.666979,,25,7737876769,private
A1901777,NOTRE DAME ACADEMY,10002 HARMONY HILL RD,MARENGO,IL,60152,42.174369,-88.556940,,19,8159234350,private
A1901812,SCHLARMAN ACADEMY,2112 N VERMILION ST,DANVILLE,IL,61832,40.160562,-87.632768,,320,2174423880,private
A1901845,TIMOTHY CHRISTIAN SCHOOLS,188 W BUTTERFIELD RD,ELMHURST,IL,60126,41.867130,-87.942771,,412,6308337575,private
A1901848,TRINITY ACADEMY,306 E S ST,INDUSTRY,IL,61440,40.323800,-90.602861,,90,3097314016,private
A1901855,VALEO ACADEMY,2500 BEVERLY RD,HOFFMAN ESTATES,IL,60192,42.068620,-88.225741,,106,8476459300,private
A1901862,WILLIAM M BEDELL AREA RESOURCE CENTER,PO BOX 349,WOOD RIVER,IL,62095,38.855352,-90.102463,PK-PK,70,6182512175,private
A1901864,MCKINLEY LAKESIDE LEADERSHIP ACADEMY,2920 S WABASH AVE,CHICAGO,IL,60616,41.841621,-87.625500,,146,3129495010,private
A1901872,APOGEE SCHOOL FOR THE GIFTED,4550 CENTRAL AVE,INDIANAPOLIS,IN,46205,39.839230,-86.150721,1-12,25,3178044800,private
A1901884,BOURBON CHRISTIAN SCHOOL,1325 N MAIN ST,BOURBON,IN,46504,41.307380,-86.118931,,40,5743428043,private
A1901893,CHRISTIAN LIFE ACADEMY,943 SWAN ST,HUNTINGTON,IN,46750,40.889300,-85.474151,,8,2603589100,private
A1901897,COMMUNITY CHRISTIAN SCHOOL,3672 WESTERN AVE,CONNERSVILLE,IN,47331,39.678151,-85.137362,,36,7652652039,private
A1901910,DEPAUL ACADEMY,1000 S MICHIGAN ST,SOUTH BEND,IN,46601,41.663975,-86.248882,,23,5744136333,private
A1901917,FAITH CHRISTIAN SCHOOL,3633 PAUL RD,MILTON,IN,47357,39.649030,-85.135471,,25,7655419168,private
A1901924,GOOD NEWS ACADEMY,11707 S COUNTY ROAD 300 W,REELSVILLE,IN,46171,39.492890,-86.903051,,7,7657953722,private
A1901927,HAGIA SOPHIA CLASSICAL ACADEMY,3237 W 16TH ST,INDIANAPOLIS,IN,46222,39.786400,-86.213661,1-12,33,3175022219,private
A1901932,ILLIANA CHRISTIAN HIGH SCHOOL,10920 CALUMET AVE,DYER,IN,46311,41.419146,-87.510280,,473,2195587066,private
A1901938,KINWELL ACADEMY INC,815 N WESTERN AVE,MARION,IN,46952,40.567750,-85.674581,,32,7653826056,private
A1901971,PADDOCK VIEW RESIDENTIAL CENTER,1700 E BRADFORD PIKE,MARION,IN,46952,40.563840,-85.635481,,22,7656647740,private
A1902041,YESHIVA OF SOUTH BEND,3207 S HIGH ST,SOUTH BEND,IN,46614,41.641638,-86.239768,,31,4437590665,private
A1902054,REGINA CATHOLIC EDUCATION CENTER,2140 ROCHESTER AVE,IOWA CITY,IA,52245,41.666845,-91.504237,,823,3194999020,private
A1902059,TRI-STATE CHRISTIAN SCHOOL,5025 SARATOGA RD,ASBURY,IA,52002,42.508778,-90.750523,,156,5632313701,private
A1902064,CORNERSTONE CLASSICAL SCHOOL,830 S 9TH ST,SALINA,KS,67401,38.824010,-97.613241,,100,7856434460,private
A1902069,MARANATHA CHRISTIAN ACADEMY,6826 LACKMAN RD,SHAWNEE,KS,66217,39.015640,-94.760441,,428,9136310637,private
A1902070,MORNING STAR CHRISTIAN ACADEMY,1201 E BERKELEY ST,WICHITA,KS,67216,37.684304,-97.363776,,8,3167349080,private
A1902085,APPALACHIAN CHALLENGE ACADEMY,465 GRAYS DR,GRAYS KNOB,KY,40829,36.804701,-83.305137,,80,6065740303,private
A1902091,CORNERSTONE CHRISTIAN ACADEMY,3850 FRANKFORT RD,SHELBYVILLE,KY,40065,38.196690,-85.139391,,265,5026334070,private
A1902095,LEXINGTON CHRISTIAN ACADEMY,450 W REYNOLDS RD,LEXINGTON,KY,40503,38.005830,-84.494381,,1191,8594225733,private
A1902102,NEW COVENANT CHRISTIAN ACADEMY,PO BOX 348,HARDIN,KY,42048,36.763580,-88.296721,,125,2704373170,private
A1902109,PORTLAND CHRISTIAN SCHOOL,8509 WESTPORT RD,LOUISVILLE,KY,40242,38.280960,-85.595191,,389,5024293727,private
A1902110,RSM LOUISVILLE LLC,7703 WICTOR CT,LOUISVILLE,KY,40220,38.250550,-85.639671,,471,5024722231,private
A1902113,ST FRANCIS SCHOOL,233 W BROADWAY,LOUISVILLE,KY,40202,38.246320,-85.756201,,388,5027361000,private
A1902118,THE PROVISION SCHOOL,"301 HARVARD DR, 2ND FL",LEXINGTON,KY,40517,37.979739,-84.522492,,47,8593960644,private
A1902141,CRISTO REY BATON ROUGE FRANCISCAN HIGH SCHOOL,4000 ST GERARD AVE,BATON ROUGE,LA,70805,30.497160,-91.149593,,135,2256157479,private
A1902145,ELEARNING ACADEMY,806 N ACADIA RD,THIBODAUX,LA,70301,29.776776,-90.802886,,292,9854475994,private
A1902148,GENEVA ACADEMY,715 CYPRESS ST,WEST MONROE,LA,71291,32.505970,-92.130651,,118,3188050116,private
A1902153,HYPE ACADEMY,P. O. BOX 870866,NEW ORLEANS,LA,70187,30.040686,-89.998254,,36,5042404973,private
A1902156,LAKESIDE CHRISTIAN ACADEMY,3401 PONCHARTRAIN DR,SLIDELL,LA,70458,30.257933,-89.788758,,178,9857813175,private
A1902191,WESTMINSTER CHRISTIAN ACADEMY LAFAYETTE CAMPUS,111 GOSHEN LN,LAFAYETTE,LA,70508,30.134324,-92.067277,,408,3379886489,private
A1902195,CONNECTIONS FOR KIDS - PORTLAND ACADEMY,100 GANNETT DR STE A,SOUTH PORTLAND,ME,04106,43.636190,-70.355191,,20,2078541030,private
A1902197,THE GLICKMAN LAUDER CENTER OF EXCELLENCE IN AUTISM,37 ANDOVER RD,PORTLAND,ME,04102,43.653186,-70.340285,K-K,3,2076616741,private
A1902198,CHEWONKI ELEM/MIDDLE SCHOOL & MAINE COAST SEMESTER,485 CHEWONKI NECK RD,WISCASSET,ME,04578,43.941342,-69.717176,,87,2078827323,private
A1902206,MORRISON CENTER,60 CHAMBERLAIN RD,SCARBOROUGH,ME,04070,43.587910,-70.310471,,30,2078836680,private
A1902208,ROYAL ACADEMY EDUCATION INC.,P. O. BOX 1056,GRAY,ME,04039,43.887290,-70.332641,,76,2076572880,private
A1902211,SPURWINK-LEWISTON/AUBURN,581 SABATTUS ST,LEWISTON,ME,04240,44.101625,-70.185032,,21,2078711200,private
A1902214,ASHREINU SCHOOL FOR GIRLS INC.,"9466 GEORGIA AVE, BOX 29",SILVER SPRING,MD,20910,38.983922,-77.036899,,21,3015934343,private
A1902221,CHRISTIAN COVENANT ACADEMY,8 IRONWOOD CT,ROSEDALE,MD,21237,39.392014,-76.484471,1-12,12,4439396007,private
A1902251,HOUSE OF HOPE MARYLAND DAY SCHOOL,PO BOX 214,ASHTON,MD,20861,39.093734,-77.002344,,1,3017743804,private
A1902257,MACBETH ACADEMY,"2372 MORSE AVE  STE 912, IRVINE, CA, 92614",IRVINE,CA,92614,33.681636,-117.849123,,92,9498642330,private
A1902259,MARYLAND INTERNATIONAL SCHOOL,6135 OLD WASHINGTON RD,ELKRIDGE,MD,21075,39.208420,-76.719511,,183,4102203792,private
A1902262,MESIVTA KESSER TORAH OF BALTIMORE,8400 PARK HEIGHTS AVE,PIKESVILLE,MD,21208,39.395163,-76.732915,,87,4105382402,private
A1902265,MOUNT AIRY CHRISTIAN ACADEMY,16700 OLD FREDERICK RD,MOUNT AIRY,MD,21771,39.349390,-77.096291,,388,4104894321,private
A1902266,MYSA SCHOOL,1500 HARVARD ST NW,WASHINGTON,DC,20009,38.926040,-77.035991,,21,3109383432,private
A1902270,ONENESS-FAMILY HIGH SCHOOL OF WASHINGTON,9411 CONNECTICUT AVE,KENSINGTON,MD,20895,39.010750,-77.080071,,12,2025731261,private
A1902275,PATHWAYS HORIZONS,4600 POWDER MILL RD STE 100,BELTSVILLE,MD,20705,39.035540,-77.027871,,27,3016490778,private
A1902304,TRUTH CHRISTIAN ACADEMY,41 BRYAN CIR,HAGERSTOWN,MD,21740,39.648940,-77.735121,,58,3017330712,private
A1902305,WELLSPRING CHRISTIAN FAMILY SCHOOL,16827 SABILLASVILLE RD,SABILLASVILLE,MD,21780,39.697400,-77.455211,,83,3012412072,private
A1902312,BARD ACADEMY AT SIMONS ROCK,84 ALFORD RD,GREAT BARRINGTON,MA,01230,42.208468,-73.380956,,47,4135287204,private
A1902325,FOUR WINDS SCHOOL,54 FRENCH KING HWY,GILL,MA,13549,42.610307,-72.543805,,11,4138638055,private
