ncessId,name,address,city,state,zip,latitude,longitude,gradeRange,enrollment,phone,type
261605008357,Gobles Virtual Academy,409 N State St,Gobles,MI,49055,42.365,-85.8806,K-12,48,(269)628-9340,public
261608005260,Lee High School,1335 LEE ST SW,WYOMING,MI,49509,42.931849,-85.700372,9-12,503,(616)452-3296,public
261611005261,Godwin Heights Senior High School,50 35TH ST SW,GRAND RAPIDS,MI,49548,42.9001,-85.6665,9-12,689,(616)252-2050,public
261632005267,Goodrich High School,8029 GALE RD,GOODRICH,MI,48438,42.9172,-83.5316,9-12,676,(810)591-2251,public
261635000133,Perry Learning Center,11920 S SAGINAW ST,GRAND BLANC,MI,48439,42.9238,-83.626,PK-12,246,(810)591-6077,public
261635005272,Grand Blanc Community High School,12500 HOLLY RD,GRAND BLANC,MI,48439,42.9198,-83.624552,8-12,2556,(810)591-6638,public
261638005282,Grand Haven High School,17001 FERRIS ST,GRAND HAVEN,MI,49417,43.0106,-86.2113,9-12,1732,(616)850-6000,public
261641005293,Grand Ledge High School,820 SPRING ST,GRAND LEDGE,MI,48837,42.747135,-84.752302,9-12,1650,(517)925-5823,public
261641008658,Eaton County Youth Facility,822 COURTHOUSE DR,Charlotte,MI,48813,42.583104,-84.847914,3-12,18,(517)925-5403,public
261644000881,Grand Rapids Montessori Academy,159 COLLEGE AVE NE,GRAND RAPIDS,MI,49503,42.966854,-85.657377,PK-12,320,(616)819-2405,public
261644001362,Shared Time,1331 FRANKLIN ST SE,GRAND RAPIDS,MI,49506,42.949029,-85.635762,K-12,0,(616)819-3200,public
261644001634,CA Frost Environmental Science Academy Middle High School,1417 COVELL AVE NW,GRAND RAPIDS,MI,49504,42.990624,-85.719358,6-12,357,(616)819-2550,public
261644005338,Ottawa Hills High School,2055 ROSEWOOD AVE SE,GRAND RAPIDS,MI,49506,42.925738,-85.627135,9-12,369,(616)819-2900,public
261644005350,Union High School,1800 TREMONT BLVD NW,GRAND RAPIDS,MI,49504,42.97324,-85.711386,9-12,922,(616)819-3160,public
261644005355,City MiddleHigh,1720 Plainfield Ave NE,Grand Rapids,MI,49505,42.992995,-85.660116,7-12,908,(616)819-2380,public
261644007902,Grand Rapids University Preparatory Academy,512 Division Ave S,Grand Rapids,MI,49503,42.95407,-85.667298,6-12,466,(616)819-1010,public
261644008543,Innovation Central High,421 Fountain St NE,Grand Rapids,MI,49503,42.965863,-85.658828,9-12,523,(616)819-2310,public
261644008677,Grand Rapids Public Museum High,54 JEFFERSON AVE SE,GRAND RAPIDS,MI,49503,42.962022,-85.66357,9-12,273,(616)819-6450,public
261644008881,Grand Rapids Montessori MiddleHigh,421 FOUNTAIN ST NE,GRAND RAPIDS,MI,49503,42.965863,-85.658828,7-12,180,(616)819-2405,public
261644008957,Southwest MiddleHigh  Academia Bilingue,327 RUMSEY ST SW,GRAND RAPIDS,MI,49503,42.950259,-85.676581,7-12,330,(616)819-2947,public
261647005381,Grandville High School,4700 CANAL AVE SW,GRANDVILLE,MI,49418,42.879748,-85.769981,9-12,1767,(616)254-6426,public
261647008958,Grandville Education Center,3481 FAIRLANES AVE SW,GRANDVILLE,MI,49418,42.902101,-85.777554,9-12,16,(616)254-6105,public
261650005387,Grant High School,331 E STATE RD,GRANT,MI,49327,43.3381,-85.802,9-12,520,(231)834-5622,public
261683005391,Grass Lake High School,11500 WARRIOR TRL,GRASS LAKE,MI,49240,42.2426,-84.2006,9-12,366,(517)867-5570,public
261716005395,Greenville Senior High School,111 N HILLCREST ST,GREENVILLE,MI,48838,43.1825,-85.2718,8-12,1106,(616)754-3681,public
261722005401,Grosse Ile High School,7800 GRAYS DR,GROSSE ILE,MI,48138,42.1325,-83.143,9-12,524,(734)362-2400,public
261725005406,Gull Lake High School,7753 N 34TH ST,RICHLAND,MI,49083,42.372418,-85.43886,8-12,850,(269)548-3505,public
261737005412,Hale Area School,311 N WASHINGTON ST,HALE,MI,48739,44.380915,-83.807487,K-12,343,(989)728-3551,public
261740005416,Hamilton High School,4911 136TH AVE,HAMILTON,MI,49419,42.684866,-86.026895,9-12,781,(269)751-5185,public
261740008874,Hamilton Virtual School,4815 136TH AVE,HAMILTON,MI,49419,42.68246,-86.01611,K-12,547,(269)751-5148,public
261752005421,Hamtramck High School,11410 CHAREST ST,HAMTRAMCK,MI,48212,42.4026,-83.0577,9-12,1038,(313)892-7505,public
261755005426,Hancock MiddleHigh School,501 CAMPUS DR,HANCOCK,MI,49930,47.1431,-88.5827,6-12,332,(906)483-2540,public
261764005429,HanoverHorton High School,10000 MOSCOW RD,HORTON,MI,49246,42.1146,-84.52,9-12,304,(517)563-0101,public
261770005432,Harbor Springs High School,500 N SPRING ST,HARBOR SPGS,MI,49740,45.432206,-84.986084,9-12,243,(231)526-4800,public
261773005437,Harper Creek High School,12677 BEADLE LAKE RD,BATTLE CREEK,MI,49014,42.2558,-85.1522,9-12,904,(269)441-8450,public
261776005441,Harper Woods High School,20225 BEACONSFIELD ST,HARPER WOODS,MI,48225,42.4443,-82.9349,9-12,879,(313)245-3084,public
261776008935,The Harper Woods College and Career Institute,20570 KELLY RD,HARPER WOODS,MI,48225,42.448818,-82.940256,9-12,0,(313)332-8451,public
261782005444,Harrison Community High School,700 S 5TH ST,HARRISON,MI,48625,44.0106,-84.8075,9-12,341,(989)539-7417,public
261786005450,Hart High School,300 JOHNSON ST W,HART,MI,49420,43.6973,-86.3713,9-12,433,(231)873-5691,public
261788005453,Hartford High School,121 SCHOOL ST,HARTFORD,MI,49057,42.211728,-86.165365,9-12,404,(269)621-7100,public
261791005458,Hartland High School,10635 DUNHAM RD,HARTLAND,MI,48353,42.6498,-83.7473,8-12,1738,(810)626-2200,public
261791008404,Hartland Virtual Academy,9525 E Highland Rd,Howell,MI,48843,42.6342,-83.7647,6-12,22,(810)626-2140,public
261794005467,Haslett High School,5450 MARSH RD,HASLETT,MI,48840,42.7394,-84.406,9-12,806,(517)339-8249,public
261797005473,Hastings High School,520 W SOUTH ST,HASTINGS,MI,49058,42.6378,-85.2948,9-12,801,(269)948-4409,public
261803001697,Webb Elementary School,2100 WOODWARD HTS,FERNDALE,MI,48220,42.4677,-83.1158,PK-12,327,(248)658-5902,public
261803005475,Hazel Park High School,23400 HUGHES AVE,HAZEL PARK,MI,48030,42.4652,-83.0904,9-12,587,(248)658-5100,public
261818005487,Hemlock High School,733 N HEMLOCK RD,HEMLOCK,MI,48626,43.418789,-84.230478,9-12,314,(989)642-5287,public
261827005491,Hesperia High School,96 S DIVISION ST,HESPERIA,MI,49421,43.5668,-86.0386,9-12,254,(231)854-6385,public
261836005503,Hillman Community JrSr High School,26042 M 32 S,HILLMAN,MI,49746,45.0466,-83.9036,6-12,228,(989)742-4538,public
261839005507,Hillsdale High School,30 S NORWOOD AVE,HILLSDALE,MI,49242,41.9182,-84.639,9-12,400,(517)439-4320,public
261842005512,Holland High School,600 VAN RAALTE AVE,HOLLAND,MI,49423,42.774091,-86.121864,8-12,962,(616)494-5082,public
261845005522,Holly High School,6161 E HOLLY RD,HOLLY,MI,48442,42.79376,-83.58473,8-12,1023,(248)328-3200,public
261848005530,Holt Senior High School,5885 HOLT RD,HOLT,MI,48842,42.6379,-84.5758,9-12,1626,(517)694-2162,public
261851005536,Holton High School,6477 SYERS RD,HOLTON,MI,49425,43.41641,-86.085688,9-12,249,(231)821-1725,public
261854005538,Homer Community High School,403 S HILLSDALE ST,HOMER,MI,49245,42.1418,-84.8102,9-12,290,(517)568-4464,public
261857005542,Hopkins High School,333 S CLARK ST,HOPKINS,MI,49328,42.6208,-85.7594,9-12,498,(269)793-7616,public
261860005545,Houghton Lake JrSr High School,4433 W HOUGHTON LAKE DR,HOUGHTON LAKE,MI,48629,44.295367,-84.725476,7-12,511,(989)366-2005,public
261872005550,Howell High School,1200 W GRAND RIVER AVE,HOWELL,MI,48843,42.616437,-83.946072,9-12,2024,(517)540-8300,public
261872008860,Innovation Academy,861 E SIBLEY ST,HOWELL,MI,48843,42.601289,-83.919953,9-12,184,(517)540-8300,public
261881005556,Hudson Area JRSR High School,771 N MAPLE GROVE AVE,HUDSON,MI,49247,41.8649,-84.3465,7-12,438,(517)448-8912,public
261881008638,Southern Michigan Center for Science  Industry SMCSI,550 E Main St,Hudson,MI,49247,41.85619,-84.335921,6-12,0,(517)448-8912,public
261884005562,Hudsonville Freshman Building,3370 Allen St,Hudsonville,MI,49426,42.862499,-85.864966,9-9,468,(616)669-1510,public
261884005563,Hudsonville High School,5037 32ND AVE,HUDSONVILLE,MI,49426,42.86086,-85.862226,10-12,1513,(616)669-1500,public
261893005567,Huron High School,32044 HURON RIVER DR,NEW BOSTON,MI,48164,42.124133,-83.348621,9-12,834,(734)782-1436,public
261899005574,Milford High School,2380 S MILFORD RD,HIGHLAND,MI,48357,42.6179,-83.6227,7-12,1273,(248)684-8091,public
261899005584,Lakeland High School,1630 BOGIE LAKE RD,WHITE LAKE,MI,48383,42.6257,-83.515,6-12,1141,(248)676-8320,public
261899008985,Huron Valley Virtual Academy,2390 S MILFORD RD,HIGHLAND,MI,48357,42.617174,-83.618261,K-12,0,(248)684-8230,public
261905005587,Ida High School,3145 PRAIRIE ST,IDA,MI,48140,41.9065,-83.5696,9-12,408,(734)269-3485,public
261910005589,Imlay City High School,1001 NORLIN DR,IMLAY CITY,MI,48444,43.0165,-83.0849,9-12,524,(810)724-9810,public
261917005599,Inland Lakes Secondary School,4363 S STRAITS HWY,INDIAN RIVER,MI,49749,45.3988,-84.6261,6-12,324,(231)238-6868,public
261925005601,Ionia High School,250 E TUTTLE RD,IONIA,MI,48846,42.953334,-85.069917,9-12,805,(616)527-0600,public
261941005611,Iron Mountain High School,300 W B ST,IRON MOUNTAIN,MI,49801,45.818123,-88.070365,9-12,253,(906)779-2610,public
261947005612,Luther L Wright K12 School,650 E AYER ST,IRONWOOD,MI,49938,46.458572,-90.159603,PK-12,700,(906)932-0932,public
261953005619,Ishpeming High School,319 E DIVISION ST,ISHPEMING,MI,49849,46.4888,-87.6653,9-12,211,(906)485-1066,public
261958005620,Ithaca High School,710 N UNION ST,ITHACA,MI,48847,43.3013,-84.5956,7-12,467,(989)875-3373,public
261962005629,Jackson High School,544 WILDWOOD AVE,JACKSON,MI,49201,42.2499,-84.4185,9-12,1056,(517)841-3700,public
261962008719,South Central Michigan Virtual,1060 JACKSON XING,Jackson,MI,49202,42.269212,-84.428702,K-12,411,(517)841-2820,public
261980005636,Jefferson High School,5707 WILLIAMS RD,NEWPORT,MI,48166,41.956588,-83.311695,9-12,462,(734)322-2201,public
261983005645,Jenison High School,2140 BAUER RD,JENISON,MI,49428,42.9204,-85.8359,8-12,1495,(616)457-3400,public
261983008230,Jenison International Academy,800 CONNIE ST,JENISON,MI,49428,42.910061,-85.801199,6-12,140,(616)457-8477,public
261989005647,JohannesburgLewiston High School,10854 M 32 E,JOHANNESBURG,MI,49751,44.9823,-84.4545,9-12,218,(989)731-4420,public
261992005650,Jonesville High School,460 ADRIAN RD,JONESVILLE,MI,49250,41.9769,-84.6499,9-12,367,(517)849-9934,public
261995000156,Kalamazoo Area Math and Science Center,600 W VINE ST,KALAMAZOO,MI,49008,42.284639,-85.590231,9-12,0,(269)337-0004,public
261995005663,Loy Norrix High School,606 E KILGORE RD,KALAMAZOO,MI,49001,42.243483,-85.571784,9-12,1771,(269)337-0200,public
261995005677,Kalamazoo Central High School,2432 N DRAKE RD,KALAMAZOO,MI,49006,42.315647,-85.646496,9-12,1612,(269)337-0300,public
262001005681,Brethren High School,4400 N HIGH BRIDGE RD,BRETHREN,MI,49619,44.3034,-86.0229,9-12,177,(231)477-5353,public
262005005685,Kalkaska High School,109 N BIRCH ST,Kalkaska,MI,49646,44.7362,-85.1854,9-12,449,(231)258-9167,public
262007005692,Kearsley High School,4302 UNDERHILL DR,FLINT,MI,48506,43.070776,-83.610035,9-12,887,(810)591-5313,public
262016005697,Kelloggsville High School,4787 DIVISION AVE S,Wyoming,MI,49548,42.877037,-85.666312,9-12,632,(616)532-1570,public
262016008992,Kelloggsville Virtual School,242 52ND ST SE,GRAND RAPIDS,MI,49548,42.868006,-85.658483,K-12,81,(616)538-7460,public
262028005702,Kenowa Hills High School,3825 HENDERSHOT AVE NW,GRAND RAPIDS,MI,49544,43.0331,-85.7514,9-12,933,(616)784-2400,public
262031005708,Kent City High School,351 N MAIN ST,KENT CITY,MI,49330,43.2262,-85.7535,8-12,416,(616)678-4210,public
262034000591,East Kentwood Freshman Campus,6170 VALLEY LANE DR SE,GRAND RAPIDS,MI,49508,42.8506,-85.6136,9-9,743,(616)698-9292,public
262034005721,East Kentwood High School,6230 KALAMAZOO AVE SE,GRAND RAPIDS,MI,49508,42.8503,-85.6193,10-12,2010,(616)698-6700,public
262038005722,Kingsley Area High School,7475 KINGSLEY RD,KINGSLEY,MI,49649,44.5791,-85.5328,9-12,457,(231)263-5262,public
262040005724,Kingston High School,5790 STATE ST,KINGSTON,MI,48741,43.4117,-83.193,7-12,269,(989)683-2294,public
262055005727,Laingsburg High School,8008 WOODBURY RD,LAINGSBURG,MI,48848,42.876,-84.3424,9-12,363,(517)651-5091,public
262061007749,Lake City High School,251 RUSSELL ST,LAKE CITY,MI,49651,44.337424,-85.211381,9-12,392,(231)839-6600,public
262067005730,Lake Fenton High School,4070 LAHRING RD,LINDEN,MI,48451,42.8433,-83.7504,9-12,695,(810)591-9591,public
262070005734,Lake LindenHubbell Schools,601 CALUMET ST,LAKE LINDEN,MI,49945,47.193954,-88.407399,PK-12,376,(906)296-6681,public
262073005739,Lake Orion Community High School,495 E SCRIPPS RD,LAKE ORION,MI,48360,42.7544,-83.2335,9-12,2174,(248)693-5420,public
262082005745,Lakeshore High School,5771 CLEVELAND AVE,STEVENSVILLE,MI,49127,42.013029,-86.4936,9-12,856,(269)428-1402,public
262085005749,Lakeview High School,15060 HELMER RD S,BATTLE CREEK,MI,49015,42.2917,-85.2367,9-12,1383,(269)565-3700,public
262088005759,Lakeview High School,21100 E 11 MILE RD,SAINT CLAIR SHORES,MI,48081,42.4949,-82.9028,9-12,1465,(586)445-4045,public
262088008895,Lakeview Virtual School,27575 HARPER AVE,ST CLR SHORES,MI,48081,42.494565,-82.898867,K-12,69,(586)445-4000,public
262091005764,Lakeview High School,9800 YOUNGMAN RD,LAKEVIEW,MI,48850,43.436,-85.2819,8-12,366,(989)352-7221,public
262094005766,LakeVille High School,12455 WILSON RD,OTISVILLE,MI,48463,43.1667,-83.4626,9-12,373,(810)591-4054,public
262098005774,Lakewood High School,7223 VELTE RD,LAKE ODESSA,MI,48849,42.7595,-85.1153,8-12,492,(616)374-8868,public
262112005781,Lamphere High School,610 W 13 MILE RD,MADISON HEIGHTS,MI,48071,42.5222,-83.1125,9-12,729,(248)589-3943,public
262115005792,Eastern High School,626 MARSHALL ST,LANSING,MI,48912,42.739616,-84.524561,7-12,1049,(517)755-1050,public
262115005794,Everett High School,3900 STABLER ST,LANSING,MI,48910,42.6927,-84.5567,7-12,1232,(517)755-1080,public
262115005803,JW Sexton High School,102 MCPHERSON AVE,LANSING,MI,48915,42.7329,-84.5759,7-12,976,(517)755-1070,public
262115008436,Hill Center,5815 Wise Rd,Lansing,MI,48911,42.673748,-84.590922,9-12,0,(517)755-2800,public
262115009019,Capital Area K12 Online,4501 PLEASANT GROVE RD,LANSING,MI,48910,42.688791,-84.581285,K-12,392,(517)755-1650,public
262118005840,Lapeer High School,933 S SAGINAW ST,LAPEER,MI,48446,43.0381,-83.3019,10-12,1196,(810)667-2418,public
262118008121,Zemmer Campus 89,1920 W OREGON ST,Lapeer,MI,48446,43.058689,-83.335779,8-9,688,(810)667-2413,public
262121005845,Lawrence JrSr High School,650 W SAINT JOSEPH ST,LAWRENCE,MI,49064,42.2197,-86.0588,7-12,212,(269)674-8232,public
262124005847,Lawton High School,101 BLUE PRIDE DR,LAWTON,MI,49065,42.169945,-85.82831,8-12,289,(269)624-7800,public
262139005849,Leland Public School,200 N GRAND AVE,LELAND,MI,49654,45.024,-85.7558,PK-12,450,(231)256-9857,public
262142005850,Cedarville School,298 E HIGHWAY M134,CEDARVILLE,MI,49719,45.9987,-84.3571,PK-12,227,(906)484-2256,public
262145005852,Leslie High School,4141 HULL RD,LESLIE,MI,49251,42.4604,-84.4414,9-12,342,(517)589-9500,public
262157005855,Lincoln Senior High School,7425 WILLIS RD,YPSILANTI,MI,48197,42.158668,-83.611294,9-12,927,(734)484-7004,public
262157009005,LCS Virtual Academy,7525 WILLIS RD,YPSILANTI,MI,48197,42.158668,-83.611294,K-12,128,(734)484-7000,public
262160005866,Lincoln Park High School,1701 CHAMPAIGN RD,LINCOLN PARK,MI,48146,42.2457,-83.1898,9-12,1367,(313)389-0234,public
262169005870,Linden High School,7201 SILVER LAKE RD,LINDEN,MI,48451,42.8084,-83.8153,8-12,852,(810)591-0410,public
262175005873,Litchfield High School,210 WILLIAMS ST,LITCHFIELD,MI,49252,42.0463,-84.755,6-12,131,(517)542-2386,public
262181005875,Alanson Public School,7400 NORTH ST,ALANSON,MI,49706,45.444,-84.7898,PK-12,226,(231)548-2261,public
262184000764,Livonia Career Technical Center,8985 NEWBURGH RD,LIVONIA,MI,48150,42.35564,-83.413559,9-12,1,(734)744-2816,public
262184005877,Stevenson High School,33500 6 MILE RD,LIVONIA,MI,48152,42.413,-83.3827,9-12,1636,(734)744-2660,public
262184005882,Franklin High School,31000 JOY RD,LIVONIA,MI,48150,42.3559,-83.3452,9-12,1327,(734)744-2655,public
262184005903,Churchill High School,8900 NEWBURGH RD,LIVONIA,MI,48150,42.3553,-83.4084,9-12,1241,(734)744-2650,public
262187000628,Frederick V Pankow Center,24600 F V PANKOW,CLINTON TOWNSHIP,MI,48036,42.620568,-82.858891,9-12,0,(586)783-6570,public
262187002057,Mount Clemens Center for Lifelong Learning,24001 FREDERICK PANKOW BLVD,CLINTON TWP,MI,48036,42.621979,-82.864159,9-12,0,(586)783-6420,public
262187005912,High School,38495 LANSE CREUSE ST,HARRISON TOWNSHIP,MI,48045,42.5812,-82.8536,9-12,1246,(586)783-6400,public
262187005918,High School  North,23700 21 MILE RD,MACOMB,MI,48042,42.6391,-82.8702,9-12,1588,(586)493-5270,public
262205005926,Lowell Senior High School,11700 VERGENNES ST,LOWELL,MI,49331,42.9554,-85.3784,9-12,1099,(616)987-2900,public
262220005933,Ludington High School,508 N WASHINGTON AVE,LUDINGTON,MI,49431,43.9608,-86.4384,9-12,695,(231)845-3880,public
262223005938,Mackinac Island School,340 LAKESHORE DR,MACKINAC ISLAND,MI,49757,45.847899,-84.623987,K-12,58,(906)847-3377,public
262226005939,Mackinaw City K12 School,609 W CENTRAL AVE,MACKINAW CITY,MI,49701,45.781,-84.7447,PK-12,143,(231)436-8211,public
262229005943,Madison High School,915 E 11 MILE RD,MADISON HEIGHTS,MI,48071,42.4917,-83.0973,9-12,269,(248)548-1800,public
262232005947,Madison High School,3498 TREAT HWY,ADRIAN,MI,49221,41.8682,-84.0197,9-12,445,(517)263-0742,public
262235005949,Mancelona High School,9300 W LIMITS ST,MANCELONA,MI,49659,44.8974,-85.074,9-12,286,(231)587-8551,public
262238005952,Manchester JuniorSenior High School,20500 DUTCH DR,MANCHESTER,MI,48158,42.1586,-84.0357,7-12,376,(734)428-7333,public
262241005957,Manistee Middle High School,525 12TH ST,MANISTEE,MI,49660,44.234021,-86.333092,6-12,687,(231)723-2547,public
262247005963,Manistique Middle and High School,100 N CEDAR ST,MANISTIQUE,MI,49854,45.9593,-86.2455,6-12,433,(906)252-4300,public
262250005966,Manton Consolidated High School,105 5TH ST,MANTON,MI,49663,44.4074,-85.3968,9-12,285,(231)824-6411,public
262262005970,Maple Valley JrSr High School,11090 NASHVILLE HWY,VERMONTVILLE,MI,49096,42.611768,-85.056135,7-12,385,(517)852-9275,public
262274005973,Marcellus High School,303 ARBOR ST E,MARCELLUS,MI,49067,42.024022,-85.823112,9-12,162,(269)646-5081,public
262280005976,Marion High School,2213 20 MILE RD,MARION,MI,49665,44.1016,-85.1316,6-12,235,(231)743-2836,public
262286005980,Marlette JrSr High School,3051 MOORE ST,MARLETTE,MI,48453,43.3267,-83.0744,6-12,367,(989)635-4935,public
262297005985,Marshall High School,701 N MARSHALL AVE,MARSHALL,MI,49068,42.2856,-84.9576,9-12,733,(269)781-1252,public
262298005986,Martin High School,1556 CHALMERS,MARTIN,MI,49070,42.5361,-85.6382,6-12,332,(269)442-0400,public
262304005989,Marysville High School,555 E HURON BLVD,MARYSVILLE,MI,48040,42.9112,-82.4756,9-12,769,(810)364-7161,public
262307005994,Mason High School,1001 S BARNES ST,MASON,MI,48854,42.5718,-84.4358,9-12,954,(517)676-9055,public
262310006001,Mason Senior High School,2400 MASON EAGLE DR,ERIE,MI,48133,41.813401,-83.491578,9-12,345,(734)848-9353,public
262310008771,Mason Virtual Academy,2400 MASON EAGLE DR,Erie,MI,48133,41.813401,-83.491578,6-12,17,(734)848-9353,public
262313006003,Mason County Central HS,300 W BROADWAY AVE,SCOTTVILLE,MI,49454,43.9571,-86.2858,9-12,407,(231)757-4748,public
262313008413,Academy of Science Math and Technology Early College High Sc,2130 W US HIGHWAY 10,Ludington,MI,49431,43.956293,-86.332822,11-12,53,(231)843-5935,public
262316006008,Mason County Eastern Junior HighHigh School,18 S MAIN ST,CUSTER,MI,49405,43.9539,-86.2178,7-12,171,(231)757-3733,public
262325006011,Mattawan High School,56720 MURRAY ST,MATTAWAN,MI,49071,42.213309,-85.799584,7-12,1171,(269)668-3361,public
262328006013,Mayville Middle  High School,6250 FULTON ST,MAYVILLE,MI,48744,43.332142,-83.353126,6-12,295,(989)843-6115,public
262331006016,McBain High School,107 E MAPLE ST,MC BAIN,MI,49657,44.194572,-85.209406,9-12,299,(231)825-2412,public
262346006021,Melvindale High School,18656 PROSPECT ST,MELVINDALE,MI,48122,42.2785,-83.1853,9-12,955,(313)389-3320,public
262349006025,Memphis JuniorSenior High School,34130 BORDMAN RD,MEMPHIS,MI,48041,42.8937,-82.7785,6-12,409,(810)392-2186,public
262352006027,Mendon MiddleHigh School,148 KIRBY RD,MENDON,MI,49072,42.0122,-85.4432,6-12,267,(269)496-8491,public
262355006032,Menominee High School,2101 18TH ST,MENOMINEE,MI,49858,45.1178,-87.6259,7-12,350,(906)863-7814,public
262358008394,Meridian Early College High School,3303 N MERIDIAN RD,SANFORD,MI,48657,43.7071,-84.3698,9-12,408,(989)687-3300,public
262361006040,Merrill High School,555 W ALICE ST,MERRILL,MI,48637,43.4081,-84.3389,9-12,185,(989)643-7231,public
262367006044,Mesick Consolidated JrSr High School,581 S CLARK ST,MESICK,MI,49668,44.4016,-85.7068,6-12,301,(231)885-1201,public
262379006047,Michigan Center JrSr High School,400 S State St,Michigan Center,MI,49254,42.2237,-84.3388,7-12,580,(517)764-1440,public
262382006060,Midland High School,1301 EASTLAWN DR,MIDLAND,MI,48642,43.6207,-84.2126,9-12,1156,(989)923-5181,public
262382006068,HH Dow High School,3901 N SAGINAW RD,MIDLAND,MI,48640,43.6399,-84.2753,9-12,1268,(989)923-5382,public
262383001054,Mid Peninsula School,5055 SAINT NICHOLAS 31ST RD,ROCK,MI,49880,45.9847,-87.1142,K-12,191,(906)359-4390,public
262385006072,Milan High School,200 BIG RED DR,MILAN,MI,48160,42.0786,-83.7024,9-12,568,(734)439-5000,public
262391006075,Millington High School,8780 DEAN DR,MILLINGTON,MI,48746,43.27399,-83.518909,9-12,384,(989)660-2407,public
262400006080,MioAuSable High School,1110 W 8TH ST,MIO,MI,48647,44.6532,-84.1439,6-12,268,(989)826-2483,public
262412006085,Mona Shores High School,1121 SEMINOLE RD,MUSKEGON,MI,49441,43.1861,-86.2714,9-12,1268,(231)780-4711,public
262415006099,Monroe High School,901 HERR RD,MONROE,MI,48161,41.9188,-83.4367,8-12,1304,(734)265-3400,public
262418006100,Montague High School,4900 STANTON BLVD,MONTAGUE,MI,49437,43.4231,-86.363,9-12,464,(231)894-2661,public
262442006104,HillMcCloy High School,301 NANITA DR,MONTROSE,MI,48457,43.1812,-83.8868,7-12,471,(810)591-8821,public
262457006109,Morenci Middle and High School,788 COOMER ST,MORENCI,MI,49256,41.723795,-84.207744,6-12,289,(517)458-7501,public
262460006111,Morley Stanwood High School,4700 NORTHLAND DR,MORLEY,MI,49336,43.5355,-85.4414,9-12,362,(231)856-4444,public
262463006114,Morrice Area High School,691 PURDY LN,MORRICE,MI,48857,42.8446,-84.1778,6-12,239,(517)625-3143,public
262469006118,Mount Clemens High School,155 CASS AVE,MOUNT CLEMENS,MI,48043,42.596982,-82.884072,9-12,203,(586)461-3400,public
262472006128,EA Johnson Memorial HS,8041 NEFF RD,MOUNT MORRIS,MI,48458,43.1208,-83.7158,9-12,465,(810)591-2370,public
262475006135,Mt Pleasant Senior High School,1155 S ELIZABETH ST,MOUNT PLEASANT,MI,48858,43.5915,-84.7639,9-12,1058,(989)775-2201,public
262481006140,Munising High and Middle School,810 E STATE HIGHWAY M28,MUNISING,MI,49862,46.417364,-86.662682,6-12,305,(906)387-2103,public
262484006152,Muskegon High School,80 W SOUTHERN AVE,MUSKEGON,MI,49441,43.224852,-86.246146,9-12,1039,(231)720-2800,public
262496006174,Napoleon High School,201 WEST,NAPOLEON,MI,49261,42.165,-84.2479,9-12,365,(517)536-8667,public
262502006179,Negaunee High School,500 W ARCH ST,NEGAUNEE,MI,49866,46.5044,-87.6191,9-12,452,(906)475-7861,public
262514006181,New Buffalo Senior High School,1112 E CLAY ST,NEW BUFFALO,MI,49117,41.7953,-86.7293,9-12,178,(269)469-6001,public
262523006184,New Haven High School,57700 GRATIOT AVE,NEW HAVEN,MI,48048,42.725,-82.791,9-12,364,(586)749-5104,public
262529006186,New Lothrop High School,9285 Easton Rd,NEW LOTHROP,MI,48460,43.1199,-83.9757,7-12,401,(810)638-5054,public
262532006190,Newaygo High School,200 EAST ST,NEWAYGO,MI,49337,43.4111,-85.7989,9-12,493,(231)652-1646,public
262535006195,Newberry Area School,700 NEWBERRY AVE,NEWBERRY,MI,49868,46.3507,-85.5109,PK-12,499,(906)293-3243,public
262540006202,Westwood High School,300 S WESTWOOD DR,ISHPEMING,MI,49849,46.481986,-87.725467,8-12,391,(906)485-1023,public
262556006206,Niles Senior High School,1441 EAGLE ST,NILES,MI,49120,41.8355,-86.2392,9-12,834,(269)683-2894,public
262556008297,Niles Virtual School,1 TYLER ST,NILES,MI,49120,41.823106,-86.231089,K-12,23,(269)683-0736,public
262565006211,North AdamsJerome MiddleHigh School,4555 KNOWLES RD,NORTH ADAMS,MI,49262,41.9651,-84.5243,6-12,200,(517)689-1701,public
262568006213,North Branch High School,6598 BRUSH ST,NORTH BRANCH,MI,48461,43.2247,-83.1848,9-12,701,(810)688-3001,public
262574006220,Grosse Pointe South High School,11 GROSSE POINTE BLVD,GROSSE POINTE FARMS,MI,48236,42.391062,-82.902486,9-12,1238,(313)432-3500,public
262574006230,Grosse Pointe North High School,707 VERNIER RD,GROSSE POINTE WOODS,MI,48236,42.4366,-82.8892,9-12,1081,(313)432-3200,public
262578006233,North Huron School,21 MAIN ST,KINDE,MI,48445,43.9401,-83.0039,K-12,318,(989)874-4101,public
262580006235,North Muskegon High School,1507 MILLS AVE,MUSKEGON,MI,49445,43.2577,-86.2682,9-12,335,(231)719-4113,public
262592006237,Northport Public School,104 S WING ST,NORTHPORT,MI,49670,45.1288,-85.6196,K-12,129,(231)386-5153,public
262595006240,Northview High School,4451 HUNSBERGER AVE NE,GRAND RAPIDS,MI,49525,43.0435,-85.6209,9-12,1092,(616)363-4857,public
262598006245,Northville High School,45700 6 MILE RD,NORTHVILLE,MI,48168,42.4117,-83.4952,9-12,2499,(248)344-3800,public
